Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Peas,Spring,3.97,Loam,Gujarat,436,High,Moderate,Organic,NPK,"Bone Meal, Phosphate",11231,8877,15618,4764,15670,17309,10219,4077,3490,91255
Radish,Rabi,2.48,Silt,Haryana,396,Low,High,Organic,Urea,Urea,9461,5153,10203,2976,6314,11785,8722,3656,1964,60234
Cauliflower,Autumn,7.5,Sandy,Gujarat,525,High,High,Chemical,Ammonium Sulfate,Phosphate,25020,18150,26648,15000,27382,51188,16598,9015,4852,193853
Pumpkin,Late Kharif,2.16,Sandy,Gujarat,464,Moderate,Low,Chemical,Urea,"Bio-fertilizers, Potash, DAP, Ammonium Sulphate",7573,3393,9275,4320,6337,11025,5067,2968,1920,51878
Okra,Rainy,8.0,Sandy,Andhra Pradesh,332,Moderate,Moderate,Organic,Ammonium Sulfate,"Calcium Nitrate, Bio-fertilizers",31000,18048,29976,9600,20936,29216,29880,7768,6632,183056
Tomato,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,Urea,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Broccoli,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,DAP,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Pumpkin,Late Kharif,3.92,Peat,West Bengal,499,High,Moderate,Chemical,NPK,Zinc Sulphate,12995,8789,16852,7840,15002,27385,15108,3469,3242,110682
Spinach,Zaid,3.72,Loam,Chhattisgarh,404,Low,Low,Organic,Vermicompost,"Bone Meal, NPK, Phosphate, DAP",12886,8221,17253,4464,9791,16532,7552,5520,3315,85534
Radish,Late Kharif,8.93,Loam,Kerala,394,Low,High,Chemical,Compost,"Urea, Green Manure, Bio-fertilizers",32014,15083,43150,17860,23209,38703,31246,9037,6849,217151
Pumpkin,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,Ammonium Sulfate,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Radish,Monsoon,3.71,Peat,Odisha,423,Low,Low,Chemical,Potash,DAP,9676,7101,15601,7420,14632,21971,14343,5461,1970,98175
Garlic,Transitional,1.84,Peat,Kerala,554,High,Low,Chemical,Ammonium Sulfate,"DAP, Urea, Gypsum, Vermicompost",7314,3376,6755,3680,5145,10194,5590,2622,1671,46347
Cabbage,Kharif,7.01,Peat,Karnataka,259,High,Moderate,Organic,Potash,"Zinc Sulphate, DAP",26673,13508,33010,8412,18864,23603,20981,10129,6828,162008
Potato,Dry,0.82,Clay,Punjab,311,High,Moderate,Chemical,DAP,Gypsum,2121,1593,2966,1640,2607,3315,1977,680,556,17455
Cauliflower,Summer,2.85,Sandy,Uttar Pradesh,428,High,High,Organic,Urea,"Compost, Urea, Green Manure",7353,5210,10591,3420,8564,14638,7040,3409,2551,62776
Chili,Dry,7.02,Sandy,Maharashtra,320,Moderate,Low,Organic,Compost,"Compost, Bio-fertilizers, Zinc Sulphate, Phosphate",20505,14777,27912,8424,21355,31450,21404,8817,3987,158631
Zucchini,Harvest,8.58,Silt,Bihar,269,High,Moderate,Chemical,NPK,"NPK, Bone Meal, Green Manure",22668,13908,35924,17160,23878,32312,18979,12003,6641,183473
Potato,Summer,3.0,Clay,Haryana,573,High,Low,Organic,Urea,Urea,10803,5394,13137,3600,9012,20628,7515,3012,2343,75444
Cauliflower,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,Vermicompost,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Okra,Harvest,1.62,Peat,Haryana,354,Moderate,High,Organic,Potash,"Green Manure, Lime, NPK, Bio-fertilizers",4188,3324,7792,1944,5237,7455,4837,2271,1458,38506
Tomato,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Urea,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Spinach,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,DAP,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Chili,Autumn,1.22,Sandy,Chhattisgarh,586,High,High,Organic,NPK,"Gypsum, NPK, Potash",3244,2789,4984,1464,4161,7149,3107,1192,721,28811
Tomato,Rabi,4.23,Clay,Chhattisgarh,482,High,Moderate,Organic,Vermicompost,Gypsum,15033,7047,18845,5076,13870,28544,11188,4590,2885,107078
Zucchini,Dry,8.12,Peat,Bihar,476,High,High,Organic,Potash,"Calcium Nitrate, Compost, Vermicompost",25245,12269,34819,9744,20803,54112,31294,6999,4653,199938
Peas,Zaid,8.05,Clay,Bihar,308,Low,Moderate,Organic,DAP,"Vermicompost, Phosphate",26251,14216,35122,9660,31009,37191,18483,8936,6512,187380
Garlic,Dry,2.98,Silt,Tamil Nadu,507,Low,Low,Chemical,Compost,"Lime, Compost, Green Manure, Zinc Sulphate",9166,5593,13261,5960,9849,21152,10814,4190,2467,82452
Onion,Zaid,8.98,Silt,Chhattisgarh,563,Low,Moderate,Chemical,NPK,Calcium Nitrate,22621,20663,39647,17960,23294,60669,20205,11755,6888,223702
Cabbage,Winter,1.96,Clay,Kerala,498,Moderate,Low,Organic,DAP,Calcium Nitrate,5366,4108,7815,2352,7236,13665,5860,2450,1766,50618
Capsicum,Spring,1.14,Clay,Uttar Pradesh,420,Moderate,Moderate,Organic,Ammonium Sulfate,"Calcium Nitrate, Phosphate",4508,2322,5200,1368,3378,7182,4220,1170,685,30033
Garlic,Kharif,8.86,Silt,Kerala,401,Low,Moderate,Chemical,Urea,Vermicompost,26979,22035,36530,17720,24578,42634,31861,9507,8045,219889
Radish,Kharif,2.06,Clay,Punjab,531,High,Moderate,Chemical,Potash,"DAP, Ammonium Sulphate, Urea",7816,4724,9045,4120,5741,13126,5234,2079,1596,53481
Cabbage,Winter,1.46,Silt,Punjab,349,High,High,Organic,Vermicompost,"Bone Meal, Potash",5154,2502,5528,1752,4161,6624,4522,1362,1164,32769
Ginger,Late Kharif,7.5,Peat,Kerala,376,Low,Moderate,Chemical,Potash,Urea,20302,11258,29752,15000,29392,33840,15682,7178,5708,168112
Capsicum,Dry,9.86,Silt,Rajasthan,276,Moderate,High,Chemical,NPK,"NPK, Bone Meal, Lime, Zinc Sulphate",38996,15618,38415,19720,38444,29935,24127,14415,5610,225280
Cauliflower,Summer,3.0,Clay,Haryana,573,High,Low,Organic,DAP,Urea,10803,5394,13137,3600,9012,20628,7515,3012,2343,75444
Capsicum,Monsoon,5.48,Peat,Rajasthan,532,Moderate,High,Chemical,Vermicompost,"Potash, Bone Meal, Phosphate, Vermicompost",17700,8368,26331,10960,14944,32069,16396,7853,4137,138758
Chili,Autumn,1.55,Loam,Karnataka,343,Low,Low,Chemical,Vermicompost,"Compost, Green Manure, Urea, Zinc Sulphate",5123,3515,6698,3100,5458,7975,5303,1536,919,39627
Tomato,Post-Rabi,1.57,Clay,Madhya Pradesh,361,Low,Moderate,Organic,NPK,"Gypsum, Urea",5484,3372,5812,1884,4719,7368,6035,1948,1291,37913
Chili,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,DAP,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Pumpkin,Pre-Kharif,3.23,Loam,Maharashtra,380,Moderate,High,Chemical,Potash,DAP,11282,6783,16089,6460,11176,17184,12442,4202,2758,88376
Spinach,Spring,8.25,Clay,Tamil Nadu,563,Low,Low,Chemical,Vermicompost,"Phosphate, Bio-fertilizers, Zinc Sulphate, Compost",25237,15378,34419,16500,27860,65026,18232,8448,5041,216141
Tomato,Harvest,4.51,Clay,Bihar,585,Moderate,Low,Organic,Vermicompost,Vermicompost,15956,10887,17449,5412,17336,39575,16998,4582,4307,132502
Potato,Harvest,8.58,Silt,Bihar,269,High,Moderate,Chemical,Ammonium Sulfate,"NPK, Bone Meal, Green Manure",22668,13908,35924,17160,23878,32312,18979,12003,6641,183473
Potato,Pre-Kharif,6.19,Sandy,Kerala,513,High,Low,Chemical,Potash,"Bio-fertilizers, Lime",17326,10535,24240,12380,16614,38106,24345,7830,4649,156025
Okra,Kharif,8.32,Peat,Madhya Pradesh,359,High,Low,Organic,Ammonium Sulfate,"Calcium Nitrate, Bio-fertilizers",28729,14202,38680,9984,24452,41816,20517,8087,4443,190910
Okra,Dry,7.02,Sandy,Maharashtra,320,Moderate,Low,Organic,Vermicompost,"Compost, Bio-fertilizers, Zinc Sulphate, Phosphate",20505,14777,27912,8424,21355,31450,21404,8817,3987,158631
Chili,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,Ammonium Sulfate,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Potato,Rainy,4.28,Loam,Bihar,592,Moderate,High,Chemical,Ammonium Sulfate,"Vermicompost, Calcium Nitrate, Urea, Lime",11295,9343,17462,8560,10747,25338,9570,3826,2328,98469
Pumpkin,Post-Rabi,4.39,Clay,Kerala,268,Low,Low,Chemical,Urea,"NPK, Vermicompost, Lime",14052,7608,18056,8780,11625,17648,13394,4943,2511,98617
Cabbage,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,NPK,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Broccoli,Dry,2.98,Silt,Tamil Nadu,507,Low,Low,Chemical,Potash,"Lime, Compost, Green Manure, Zinc Sulphate",9166,5593,13261,5960,9849,21152,10814,4190,2467,82452
Zucchini,Post-Rabi,2.98,Clay,Haryana,450,High,High,Chemical,Potash,"NPK, Urea, Phosphate, DAP",9706,6383,14244,5960,11610,20115,11798,2420,2396,84632
Zucchini,Late Kharif,7.16,Loam,Bihar,266,High,Moderate,Organic,NPK,Phosphate,19132,10969,26685,8592,23306,24759,18029,6716,5563,143751
Chili,Transitional,3.04,Silt,Punjab,351,Low,Low,Chemical,Ammonium Sulfate,"Green Manure, Bone Meal",9272,7232,13960,6080,9096,10670,6980,4031,2052,69373
Zucchini,Rabi,5.9,Loam,Chhattisgarh,543,High,High,Chemical,DAP,"Zinc Sulphate, Bio-fertilizers, Ammonium Sulphate",20910,10236,23995,11800,19051,32037,16550,5157,5452,145188
Ginger,Harvest,7.26,Peat,Haryana,492,High,High,Chemical,Vermicompost,"DAP, Zinc Sulphate",18767,11035,32263,14520,26354,42863,19936,8197,6839,180774
Broccoli,Late Kharif,5.13,Loam,Bihar,586,Moderate,Low,Chemical,Vermicompost,DAP,19843,10937,25111,10260,19448,33068,15154,4566,4386,142773
Tomato,Pre-Kharif,1.56,Loam,Chhattisgarh,250,Moderate,Moderate,Organic,Ammonium Sulfate,Compost,4795,3245,6510,1872,4473,5460,6159,2014,1324,35852
Spinach,Rainy,4.49,Loam,Karnataka,527,High,Low,Organic,Urea,"Compost, Vermicompost, Calcium Nitrate, NPK",16317,10457,20052,5388,17830,33127,10183,5222,4301,122877
Potato,Transitional,9.98,Loam,Punjab,273,High,Moderate,Chemical,Urea,Potash,31537,21627,43563,19960,29601,40868,23673,12705,8663,232197
Pumpkin,Pre-Kharif,6.19,Sandy,Kerala,513,High,Low,Chemical,Ammonium Sulfate,"Bio-fertilizers, Lime",17326,10535,24240,12380,16614,38106,24345,7830,4649,156025
Potato,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Potash,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Zucchini,Winter,5.79,Silt,Chhattisgarh,278,Moderate,Low,Chemical,Urea,"Vermicompost, Potash, DAP",15523,13989,28400,11580,18053,20925,14353,5228,4059,132110
Peas,Monsoon,7.37,Sandy,Haryana,529,Moderate,Low,Chemical,Vermicompost,DAP,20673,16096,29473,14740,26908,42886,21697,8210,5638,186321
Zucchini,Transitional,6.07,Loam,Punjab,510,Low,High,Chemical,DAP,"Gypsum, Compost, Vermicompost, DAP",16765,14313,23849,12140,23430,30957,17105,8893,4941,152393
Carrot,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,Urea,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Broccoli,Pre-Kharif,9.51,Sandy,Madhya Pradesh,268,Low,Moderate,Organic,DAP,"Ammonium Sulphate, Zinc Sulphate",30480,23271,41511,11412,32344,33133,21797,14018,6001,213967
Spinach,Summer,4.22,Sandy,Uttar Pradesh,581,High,High,Chemical,Potash,"DAP, Gypsum",11516,10027,17918,8440,10723,29422,10179,5254,3465,106944
Chili,Summer,1.81,Clay,Karnataka,298,High,Low,Organic,Urea,Phosphate,4778,3758,6583,2172,4921,6473,6440,2348,1142,38615
Potato,Zaid,8.05,Clay,Karnataka,505,High,Moderate,Chemical,NPK,"Compost, Bone Meal",21300,15714,31894,16100,25140,52848,26396,7132,7615,204139
Pumpkin,Autumn,1.55,Loam,Karnataka,343,Low,Low,Chemical,NPK,"Compost, Green Manure, Urea, Zinc Sulphate",5123,3515,6698,3100,5458,7975,5303,1536,919,39627
Beetroot,Kharif,5.22,Silt,Rajasthan,419,Moderate,Low,Chemical,Vermicompost,"Phosphate, Urea",15775,11646,23292,10440,15216,30621,13462,4552,4729,129733
Okra,Transitional,6.97,Peat,Madhya Pradesh,496,Moderate,High,Organic,DAP,"Bio-fertilizers, Vermicompost, Lime",22590,10643,24904,8364,19279,41485,26082,7165,6768,167280
Cauliflower,Rabi,4.23,Clay,Chhattisgarh,482,High,Moderate,Organic,Potash,Gypsum,15033,7047,18845,5076,13870,28544,11188,4590,2885,107078
Capsicum,Rainy,2.4,Clay,Punjab,443,Low,High,Chemical,Ammonium Sulfate,Green Manure,7418,5544,11849,4800,6235,11695,6830,3516,1486,59373
Onion,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,Potash,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Cauliflower,Autumn,4.76,Sandy,Kerala,281,High,High,Organic,DAP,Urea,14399,7516,18478,5712,12619,13376,11462,4555,3108,91225
Spinach,Transitional,8.98,Sandy,Madhya Pradesh,296,High,High,Chemical,Compost,"Bio-fertilizers, Vermicompost, DAP, Gypsum",32337,19109,33540,17960,25234,37213,21067,9160,7858,203478
Spinach,Harvest,5.45,Clay,Haryana,285,Low,Moderate,Chemical,DAP,Calcium Nitrate,14862,8774,19800,10900,19969,21746,14355,4861,3891,119158
Chili,Rainy,2.4,Clay,Punjab,443,Low,High,Chemical,DAP,Green Manure,7418,5544,11849,4800,6235,11695,6830,3516,1486,59373
Radish,Pre-Kharif,6.19,Sandy,Kerala,513,High,Low,Chemical,Urea,"Bio-fertilizers, Lime",17326,10535,24240,12380,16614,38106,24345,7830,4649,156025
Beetroot,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Ammonium Sulfate,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Peas,Dry,6.98,Clay,West Bengal,470,High,Low,Organic,Compost,"Calcium Nitrate, Potash",22713,12396,27983,8376,20689,45928,22224,6010,5940,172259
Brinjal,Harvest,4.7,Loam,Odisha,450,Moderate,Low,Chemical,Urea,"Green Manure, Compost, DAP, Potash",15820,11604,18546,9400,15585,27495,16638,4239,4376,123703
Chili,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,Urea,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Lettuce,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,Compost,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Ginger,Harvest,7.95,Peat,Rajasthan,563,High,High,Organic,Ammonium Sulfate,"DAP, Urea, Green Manure, Ammonium Sulphate",26044,17856,38279,9540,29431,67138,18253,6710,6662,219913
Zucchini,Winter,6.3,Peat,Kerala,354,Moderate,Moderate,Chemical,Ammonium Sulfate,"NPK, Lime",22157,12461,26573,12600,21319,33453,17596,8222,6004,160385
Brinjal,Summer,4.22,Sandy,Uttar Pradesh,581,High,High,Chemical,NPK,"DAP, Gypsum",11516,10027,17918,8440,10723,29422,10179,5254,3465,106944
Potato,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Vermicompost,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Cabbage,Summer,3.81,Clay,Andhra Pradesh,557,Low,Low,Chemical,DAP,Bone Meal,11605,7791,15118,7620,11308,31833,13792,4073,2332,105472
Pumpkin,Summer,1.64,Sandy,Uttar Pradesh,407,High,Low,Chemical,DAP,"Compost, Bio-fertilizers",5874,3411,6996,3280,4239,6675,5105,2345,1320,39245
Cabbage,Late Kharif,2.56,Silt,Kerala,478,Moderate,Moderate,Chemical,NPK,"NPK, Bio-fertilizers, Urea, Lime",9997,4283,9183,5120,8253,13460,5839,2527,1989,60651
Onion,Autumn,6.69,Silt,Karnataka,366,Low,Moderate,Organic,Compost,"NPK, Bio-fertilizers",24385,10691,27496,8028,21863,34280,17889,10002,4215,158849
Garlic,Post-Rabi,1.74,Peat,Rajasthan,346,Moderate,Low,Chemical,Compost,DAP,4446,3129,8194,3480,5836,6020,5403,2380,1556,40444
Capsicum,Pre-Kharif,4.79,Peat,Punjab,318,Moderate,High,Organic,Compost,Potash,13776,10476,21119,5748,17675,15232,14490,4196,3492,106204
Zucchini,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,Potash,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Tomato,Winter,5.6,Sandy,Chhattisgarh,359,Low,Moderate,Organic,NPK,"DAP, Urea",15994,8495,26667,6720,21790,26135,13798,8316,3590,131505
Zucchini,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,DAP,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Broccoli,Rabi,3.16,Clay,Punjab,433,Low,Low,Organic,Potash,"NPK, Phosphate",9079,5650,13193,3792,9401,17788,10254,3536,3049,75742
Garlic,Zaid,7.31,Clay,Gujarat,271,Moderate,High,Organic,Ammonium Sulfate,"Lime, Urea, Bio-fertilizers",25950,17639,31426,8772,27815,27734,25636,9116,3830,177918
Onion,Spring,1.44,Loam,Punjab,468,Low,Moderate,Organic,Ammonium Sulfate,"Bone Meal, Potash, Ammonium Sulphate",5338,2948,5252,1728,5288,7413,5564,1320,1394,36245
Chili,Rabi,5.31,Sandy,Haryana,488,High,High,Organic,Ammonium Sulfate,"Zinc Sulphate, Calcium Nitrate, Lime, NPK",20704,11523,25233,6372,18282,31095,10843,4492,3510,132054
Carrot,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Ammonium Sulfate,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Okra,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Ammonium Sulfate,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Broccoli,Zaid,7.31,Clay,Gujarat,271,Moderate,High,Organic,Vermicompost,"Lime, Urea, Bio-fertilizers",25950,17639,31426,8772,27815,27734,25636,9116,3830,177918
Spinach,Spring,5.73,Peat,Tamil Nadu,390,Moderate,Low,Chemical,Ammonium Sulfate,"Compost, Ammonium Sulphate, Potash, Zinc Sulphate",20605,13454,25115,11460,16623,33521,17780,5174,4773,148505
Carrot,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Compost,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Okra,Spring,2.24,Peat,Andhra Pradesh,262,Moderate,Moderate,Chemical,Vermicompost,Bone Meal,5786,4948,11066,4480,6406,7043,6646,3062,1723,51160
Cabbage,Rainy,7.99,Sandy,Chhattisgarh,593,Moderate,Moderate,Organic,DAP,"Vermicompost, NPK, Compost",23315,14070,35835,9588,27677,71071,25097,11210,4770,222633
Potato,Monsoon,5.48,Peat,Rajasthan,532,Moderate,High,Chemical,Urea,"Potash, Bone Meal, Phosphate, Vermicompost",17700,8368,26331,10960,14944,32069,16396,7853,4137,138758
Broccoli,Autumn,6.69,Silt,Karnataka,366,Low,Moderate,Organic,NPK,"NPK, Bio-fertilizers",24385,10691,27496,8028,21863,34280,17889,10002,4215,158849
Capsicum,Winter,1.96,Clay,Kerala,498,Moderate,Low,Organic,Compost,Calcium Nitrate,5366,4108,7815,2352,7236,13665,5860,2450,1766,50618
Chili,Kharif,5.9,Loam,West Bengal,263,High,Low,Chemical,Vermicompost,Vermicompost,18467,13776,28025,11800,18721,18620,17735,7688,5198,140030
Spinach,Dry,5.12,Clay,Maharashtra,270,Moderate,Low,Chemical,Compost,DAP,17920,8883,18621,10240,15237,17971,15473,5171,4076,113592
Lettuce,Pre-Kharif,3.29,Silt,Madhya Pradesh,587,High,Moderate,Chemical,NPK,"NPK, Bone Meal, Zinc Sulphate",12640,5856,14627,6580,10051,19312,11183,2635,2958,85842
Chili,Autumn,8.96,Clay,Andhra Pradesh,299,Moderate,Low,Organic,Potash,"Urea, NPK, Ammonium Sulphate",27803,16334,39558,10752,25903,37507,31476,8091,4507,201931
Okra,Rabi,8.97,Sandy,Punjab,600,High,Moderate,Chemical,NPK,"Bio-fertilizers, Zinc Sulphate",24111,21806,41163,17940,25878,59202,23295,10558,6844,230797
Okra,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,NPK,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Garlic,Summer,3.9,Sandy,Andhra Pradesh,458,Moderate,High,Organic,Vermicompost,"Lime, Bio-fertilizers",12597,7328,19219,4680,14797,17862,14469,3327,3050,97329
Brinjal,Rainy,9.15,Silt,Maharashtra,526,Low,High,Chemical,Ammonium Sulfate,"Compost, DAP",24421,18263,32766,18300,34898,72194,28822,8290,7311,245265
Chili,Summer,6.45,Loam,Tamil Nadu,562,High,Low,Chemical,Vermicompost,"Gypsum, Phosphate, Compost",23949,13816,27142,12900,24471,47124,25697,7740,3760,186599
Onion,Harvest,7.95,Peat,Rajasthan,563,High,High,Organic,NPK,"DAP, Urea, Green Manure, Ammonium Sulphate",26044,17856,38279,9540,29431,67138,18253,6710,6662,219913
Capsicum,Harvest,9.33,Sandy,Madhya Pradesh,519,Moderate,High,Organic,NPK,"Ammonium Sulphate, Vermicompost, Zinc Sulphate",37143,22019,34157,11196,26273,62950,31237,9591,8453,243019
Lettuce,Transitional,9.11,Clay,Uttar Pradesh,273,High,Moderate,Organic,Potash,"Bone Meal, Green Manure, Lime",35511,20871,42343,10932,35356,27357,36331,13091,6714,228506
Cauliflower,Kharif,2.06,Clay,Punjab,531,High,Moderate,Chemical,Ammonium Sulfate,"DAP, Ammonium Sulphate, Urea",7816,4724,9045,4120,5741,13126,5234,2079,1596,53481
Cauliflower,Harvest,1.62,Peat,Haryana,354,Moderate,High,Organic,DAP,"Green Manure, Lime, NPK, Bio-fertilizers",4188,3324,7792,1944,5237,7455,4837,2271,1458,38506
Zucchini,Rainy,7.99,Sandy,Chhattisgarh,593,Moderate,Moderate,Organic,Compost,"Vermicompost, NPK, Compost",23315,14070,35835,9588,27677,71071,25097,11210,4770,222633
Peas,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,Compost,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Brinjal,Monsoon,2.78,Loam,Uttar Pradesh,469,Low,High,Organic,Vermicompost,"Gypsum, DAP, Lime, Ammonium Sulphate",8340,4281,12838,3336,9402,14342,7740,2382,2093,64754
Onion,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,DAP,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Garlic,Kharif,6.04,Loam,Haryana,408,Moderate,Moderate,Organic,NPK,NPK,15384,15021,25175,7248,22487,27108,18899,7767,3135,142224
Onion,Kharif,2.15,Silt,Tamil Nadu,553,Low,High,Chemical,Compost,"Potash, Gypsum, Calcium Nitrate",6284,3649,9419,4300,6590,13078,4848,2438,1967,52573
Chili,Late Kharif,0.68,Sandy,Gujarat,478,High,Moderate,Chemical,Ammonium Sulfate,"Bone Meal, Lime, Ammonium Sulphate",1825,1166,2385,1360,2411,4876,2267,919,483,17692
Onion,Spring,9.05,Peat,Karnataka,496,High,High,Organic,DAP,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Carrot,Dry,7.02,Sandy,Maharashtra,320,Moderate,Low,Organic,Potash,"Compost, Bio-fertilizers, Zinc Sulphate, Phosphate",20505,14777,27912,8424,21355,31450,21404,8817,3987,158631
Cabbage,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,NPK,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Beetroot,Pre-Kharif,6.05,Silt,Andhra Pradesh,364,High,Moderate,Chemical,Compost,"Green Manure, Calcium Nitrate",20298,14925,27370,12100,15252,26426,20370,6691,3606,147038
Ginger,Transitional,3.11,Sandy,Haryana,262,Moderate,High,Chemical,NPK,Potash,10823,6214,11283,6220,11927,8148,9737,4562,2398,71312
Capsicum,Late Kharif,2.56,Silt,Kerala,478,Moderate,Moderate,Chemical,NPK,"NPK, Bio-fertilizers, Urea, Lime",9997,4283,9183,5120,8253,13460,5839,2527,1989,60651
Capsicum,Transitional,0.81,Loam,Karnataka,341,High,High,Chemical,NPK,"Bone Meal, Ammonium Sulphate",3161,1959,3119,1620,2449,2762,2029,1147,616,18862
Carrot,Summer,1.46,Clay,Kerala,337,Low,Moderate,Organic,Urea,Lime,4319,3215,5858,1752,5656,7380,4814,1867,1269,36130
Brinjal,Summer,2.72,Clay,Uttar Pradesh,425,Low,High,Organic,Potash,Zinc Sulphate,10244,5535,13051,3264,9041,11560,5690,2576,2320,63281
Zucchini,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,Vermicompost,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Potato,Dry,0.82,Clay,Punjab,311,High,Moderate,Chemical,Potash,Gypsum,2121,1593,2966,1640,2607,3315,1977,680,556,17455
Tomato,Summer,3.81,Clay,Andhra Pradesh,557,Low,Low,Chemical,Vermicompost,Bone Meal,11605,7791,15118,7620,11308,31833,13792,4073,2332,105472
Potato,Autumn,2.26,Sandy,Chhattisgarh,260,Moderate,High,Chemical,Vermicompost,"Bio-fertilizers, Calcium Nitrate, Vermicompost",7761,4769,8764,4520,7056,6464,7614,2545,1284,50777
Chili,Transitional,8.98,Sandy,Madhya Pradesh,296,High,High,Chemical,NPK,"Bio-fertilizers, Vermicompost, DAP, Gypsum",32337,19109,33540,17960,25234,37213,21067,9160,7858,203478
Brinjal,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,Potash,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Peas,Rabi,8.97,Sandy,Punjab,600,High,Moderate,Chemical,Vermicompost,"Bio-fertilizers, Zinc Sulphate",24111,21806,41163,17940,25878,59202,23295,10558,6844,230797
Radish,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,NPK,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
