N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
46,79,59,39.71,65.81,6.62,97.68,chilli,Bihar,Patna,winter,river,high,desert
0,55,53,26.21,38.26,7.84,192.24,millet,Bihar,Patna,monsoon,groundwater,medium,desert
66,45,84,30.64,51.97,7.33,77.7,rice,Gujarat,Rajkot,winter,drip,medium,alluvial
89,17,189,36.01,40.25,7.23,153.88,maize,Karnataka,Bengaluru,summer,canal,medium,mountain
82,60,23,19.25,88.62,8.08,94.99,sugarcane,Bihar,Patna,winter,drip,medium,desert
85,9,117,26.92,93.0,6.42,134.95,wheat,Andhra Pradesh,Visakhapatnam,monsoon,river,low,mountain
68,45,83,30.32,30.34,9.26,294.61,cotton,Bihar,Bhagalpur,summer,canal,medium,black
12,95,71,25.84,73.65,5.63,233.27,cotton,Maharashtra,Nashik,summer,canal,medium,alluvial
105,125,70,18.72,90.17,8.85,258.62,wheat,Gujarat,Surat,monsoon,drip,low,desert
17,60,11,24.73,42.85,5.15,246.11,potato,Karnataka,Bengaluru,winter,drip,high,laterite
106,106,155,37.92,56.57,8.14,182.65,millet,Uttar Pradesh,Kanpur,monsoon,drip,high,black
78,112,169,28.41,31.16,5.66,255.26,mustard,Karnataka,Mysuru,monsoon,river,medium,desert
11,82,147,16.83,73.37,5.75,85.24,potato,Maharashtra,Pune,summer,well,low,mountain
26,124,152,25.54,88.6,8.91,76.88,potato,West Bengal,Kolkata,summer,groundwater,high,desert
30,50,20,33.46,63.97,7.51,176.57,cotton,Karnataka,Bengaluru,monsoon,rainfed,high,peaty
80,68,46,39.66,30.79,9.32,76.76,potato,Gujarat,Surat,monsoon,groundwater,low,peaty
61,82,198,28.33,90.97,9.04,83.51,groundnut,Bihar,Gaya,winter,sprinkler,medium,alluvial
11,59,16,17.29,32.06,6.52,213.18,groundnut,Gujarat,Ahmedabad,summer,groundwater,high,black
107,30,119,29.34,40.08,6.35,58.93,brinjal,Karnataka,Hubli,summer,groundwater,medium,laterite
10,27,83,21.94,33.51,8.38,166.77,sugarcane,Uttar Pradesh,Kanpur,monsoon,rainfed,high,red
48,16,176,24.53,87.68,8.42,114.23,chilli,Rajasthan,Udaipur,summer,rainfed,high,red
44,26,22,37.02,99.55,5.18,88.03,sugarcane,Maharashtra,Nashik,monsoon,drip,low,saline
1,15,163,18.07,35.78,8.43,195.18,brinjal,Uttar Pradesh,Lucknow,summer,rainfed,low,red
104,98,129,31.02,57.39,4.62,99.09,rice,West Bengal,Howrah,monsoon,drip,medium,saline
55,127,198,32.67,47.82,5.38,265.94,sunflower,Bihar,Gaya,summer,rainfed,medium,desert
54,59,64,32.79,57.05,7.39,187.97,rice,Rajasthan,Jodhpur,monsoon,canal,low,peaty
102,100,162,19.12,74.9,6.63,91.85,rice,Andhra Pradesh,Visakhapatnam,winter,rainfed,low,peaty
57,120,120,35.01,36.23,7.92,248.8,sunflower,Tamil Nadu,Chennai,monsoon,drip,medium,peaty
122,133,114,24.66,41.81,8.97,176.51,sunflower,West Bengal,Howrah,winter,rainfed,medium,desert
84,103,31,34.21,81.2,5.43,197.95,cotton,Tamil Nadu,Chennai,summer,groundwater,high,desert
32,114,52,36.08,41.53,4.88,146.73,wheat,Uttar Pradesh,Kanpur,monsoon,sprinkler,medium,laterite
30,35,154,36.66,39.25,6.39,286.86,chilli,Bihar,Patna,monsoon,sprinkler,high,desert
55,15,122,33.17,68.61,5.14,219.75,mustard,Uttar Pradesh,Kanpur,winter,well,high,peaty
131,16,23,32.46,84.58,6.16,191.68,tomato,Rajasthan,Udaipur,monsoon,sprinkler,high,laterite
42,80,174,26.82,72.62,5.74,284.08,potato,West Bengal,Kolkata,winter,rainfed,high,mountain
130,128,175,38.9,35.54,5.15,176.71,sugarcane,Rajasthan,Udaipur,monsoon,canal,medium,mountain
67,101,128,23.52,32.13,6.78,234.5,groundnut,Gujarat,Surat,summer,groundwater,medium,saline
96,137,69,28.08,68.73,9.03,87.39,sunflower,Gujarat,Ahmedabad,summer,groundwater,medium,peaty
103,129,36,22.33,70.65,5.63,253.82,cotton,Rajasthan,Udaipur,monsoon,groundwater,low,red
32,107,138,35.78,65.51,7.11,97.06,brinjal,Uttar Pradesh,Lucknow,monsoon,river,medium,peaty
121,60,191,37.16,50.37,6.74,134.65,onion,Maharashtra,Nagpur,summer,drip,low,laterite
90,87,97,30.35,64.29,5.08,190.23,sugarcane,West Bengal,Kolkata,summer,canal,high,desert
8,22,146,38.29,54.01,6.63,213.74,wheat,Rajasthan,Jodhpur,winter,canal,high,peaty
72,59,118,27.03,75.77,5.82,81.31,maize,Rajasthan,Jodhpur,summer,river,medium,laterite
16,121,60,31.28,67.1,8.19,256.9,millet,Rajasthan,Jodhpur,monsoon,sprinkler,low,saline
67,6,127,32.37,54.29,7.18,81.47,onion,Karnataka,Mysuru,winter,groundwater,low,black
104,109,77,35.44,78.88,5.03,128.71,sunflower,Bihar,Patna,winter,well,low,black
65,83,151,38.41,82.78,8.65,63.53,millet,Gujarat,Surat,summer,canal,low,laterite
105,53,157,32.24,37.9,7.97,299.55,maize,Andhra Pradesh,Vijayawada,summer,groundwater,low,peaty
4,85,59,37.11,49.76,5.7,159.45,chilli,Rajasthan,Udaipur,monsoon,river,low,desert
61,68,51,21.2,92.75,4.79,209.5,onion,Rajasthan,Jodhpur,winter,river,high,alluvial
62,83,95,35.46,96.27,8.53,144.68,tomato,Andhra Pradesh,Guntur,winter,river,medium,alluvial
79,20,6,19.04,39.35,6.27,256.1,soybean,Bihar,Bhagalpur,winter,rainfed,low,desert
5,100,45,19.38,85.36,6.73,241.24,rice,West Bengal,Darjeeling,winter,drip,medium,red
98,94,112,26.79,49.98,4.55,58.23,millet,West Bengal,Darjeeling,monsoon,groundwater,high,mountain
6,65,194,29.84,92.95,9.33,216.4,wheat,Punjab,Jalandhar,monsoon,well,low,red
14,125,205,35.15,70.31,5.64,64.1,onion,Tamil Nadu,Madurai,winter,drip,medium,alluvial
80,116,43,21.52,48.19,7.4,222.11,maize,Tamil Nadu,Chennai,monsoon,canal,low,peaty
83,67,115,18.45,86.25,9.39,202.32,tomato,Tamil Nadu,Coimbatore,monsoon,drip,medium,peaty
90,127,156,18.74,45.56,8.61,87.29,groundnut,West Bengal,Kolkata,monsoon,rainfed,medium,mountain
79,126,69,21.66,63.23,7.06,294.01,soybean,West Bengal,Darjeeling,winter,drip,medium,saline
92,69,43,33.34,97.18,7.34,158.03,barley,West Bengal,Darjeeling,winter,river,high,red
105,115,137,39.92,37.7,8.32,103.54,soybean,Rajasthan,Jodhpur,winter,river,low,black
69,75,8,29.96,50.56,6.15,227.98,potato,Tamil Nadu,Chennai,winter,well,medium,alluvial
84,29,72,31.18,81.98,7.35,215.37,millet,Punjab,Jalandhar,summer,well,low,alluvial
28,9,167,24.54,88.45,6.57,242.81,cotton,Bihar,Patna,summer,canal,low,alluvial
138,70,113,29.17,93.24,9.42,223.93,onion,Karnataka,Mysuru,monsoon,canal,low,peaty
64,6,132,24.1,31.42,4.75,205.92,rice,Maharashtra,Nashik,summer,river,high,red
32,6,109,29.52,87.9,8.51,263.24,sugarcane,Gujarat,Surat,winter,groundwater,high,laterite
99,40,180,39.11,69.09,8.4,297.83,mustard,Maharashtra,Nashik,summer,drip,low,alluvial
54,113,141,36.88,70.87,8.98,168.62,sunflower,Bihar,Gaya,summer,well,high,black
20,107,7,30.27,39.73,8.21,97.5,chilli,Rajasthan,Jaipur,monsoon,well,low,laterite
122,23,19,32.45,60.23,8.85,79.57,barley,Gujarat,Ahmedabad,winter,canal,medium,peaty
94,28,123,19.02,84.65,9.36,179.58,chilli,Uttar Pradesh,Lucknow,monsoon,river,medium,laterite
76,108,200,16.97,86.08,9.37,172.81,soybean,Andhra Pradesh,Vijayawada,monsoon,rainfed,medium,laterite
3,75,80,25.87,52.88,9.04,291.94,groundnut,Punjab,Ludhiana,winter,rainfed,high,alluvial
118,13,106,28.86,38.21,5.35,81.56,chilli,Punjab,Ludhiana,monsoon,drip,high,peaty
20,120,137,31.46,97.05,5.49,248.55,wheat,Bihar,Bhagalpur,winter,river,medium,black
63,33,162,37.55,59.11,9.47,205.92,soybean,Uttar Pradesh,Lucknow,summer,sprinkler,low,alluvial
101,103,21,20.32,38.86,6.05,114.85,sugarcane,Rajasthan,Jaipur,summer,river,low,saline
95,98,123,30.65,68.02,9.32,267.68,wheat,Tamil Nadu,Madurai,monsoon,canal,medium,black
59,133,115,36.53,32.21,8.56,144.28,cotton,Gujarat,Ahmedabad,monsoon,rainfed,low,red
3,21,92,36.73,45.08,5.53,154.68,sunflower,Uttar Pradesh,Lucknow,winter,rainfed,low,saline
38,89,202,26.25,80.24,6.37,80.05,barley,Rajasthan,Udaipur,summer,groundwater,low,saline
57,119,13,24.99,61.27,4.51,253.43,wheat,Maharashtra,Nagpur,monsoon,well,high,peaty
51,23,40,22.73,33.47,6.33,193.32,soybean,Punjab,Jalandhar,winter,sprinkler,low,red
75,61,17,21.21,92.14,7.44,145.62,sugarcane,Gujarat,Surat,monsoon,well,medium,mountain
79,7,103,35.48,95.2,6.59,124.05,sunflower,Karnataka,Bengaluru,monsoon,sprinkler,medium,mountain
28,39,19,23.62,45.48,8.77,253.51,mustard,Tamil Nadu,Coimbatore,winter,river,medium,saline
41,72,138,16.68,85.39,5.72,144.04,rice,Rajasthan,Jodhpur,winter,well,high,laterite
120,11,60,26.95,99.03,7.98,105.75,potato,Karnataka,Bengaluru,winter,well,low,peaty
103,39,149,23.46,95.23,5.91,211.2,onion,West Bengal,Darjeeling,winter,canal,low,saline
98,12,144,23.01,71.69,5.33,234.23,cotton,Gujarat,Surat,summer,drip,high,laterite
86,117,157,28.94,52.21,7.27,86.5,maize,West Bengal,Darjeeling,summer,groundwater,high,mountain
77,89,167,25.62,98.86,7.9,188.48,chilli,Andhra Pradesh,Visakhapatnam,monsoon,rainfed,high,peaty
16,11,133,29.96,78.74,9.1,118.72,cotton,Uttar Pradesh,Varanasi,winter,canal,high,desert
68,139,65,28.35,80.24,5.34,152.18,soybean,Maharashtra,Pune,monsoon,sprinkler,medium,peaty
18,8,12,18.63,86.91,5.41,112.46,mustard,Bihar,Patna,monsoon,sprinkler,low,desert
52,69,16,34.32,90.41,8.58,211.62,tomato,Bihar,Patna,winter,rainfed,medium,desert
102,66,31,32.76,99.38,4.61,243.14,tomato,Tamil Nadu,Coimbatore,winter,sprinkler,low,mountain
12,54,62,37.17,76.46,6.89,159.42,onion,Gujarat,Surat,winter,canal,medium,peaty
16,91,100,21.63,33.28,8.37,188.47,sunflower,Andhra Pradesh,Vijayawada,summer,drip,high,red
127,95,17,28.67,84.24,9.21,204.37,sugarcane,Punjab,Ludhiana,summer,sprinkler,low,saline
127,108,142,24.89,56.78,5.6,138.87,rice,Bihar,Bhagalpur,monsoon,river,medium,desert
113,43,145,27.46,49.99,6.81,295.8,soybean,Punjab,Ludhiana,summer,groundwater,low,desert
116,42,39,16.41,46.35,7.95,267.76,brinjal,West Bengal,Darjeeling,winter,sprinkler,medium,peaty
92,143,60,34.0,39.66,6.59,257.6,groundnut,Karnataka,Bengaluru,winter,drip,medium,alluvial
92,109,81,30.32,59.81,4.63,208.07,rice,Punjab,Jalandhar,monsoon,sprinkler,low,mountain
139,11,67,16.67,32.45,4.66,286.44,millet,Tamil Nadu,Madurai,winter,sprinkler,medium,mountain
79,118,146,17.26,80.96,5.12,245.29,sugarcane,Karnataka,Bengaluru,monsoon,drip,medium,black
66,63,116,33.41,33.91,7.5,169.35,cotton,Maharashtra,Nagpur,winter,river,low,mountain
102,128,17,37.96,60.11,5.6,128.06,rice,Maharashtra,Nagpur,monsoon,groundwater,high,laterite
77,87,120,19.49,62.26,7.56,93.71,rice,Karnataka,Bengaluru,winter,groundwater,high,peaty
126,87,73,24.19,90.67,8.04,152.79,rice,Gujarat,Rajkot,summer,river,medium,black
55,92,71,26.28,43.88,5.68,175.84,soybean,Uttar Pradesh,Varanasi,winter,groundwater,low,mountain
133,56,111,26.33,63.43,8.97,152.95,brinjal,Karnataka,Hubli,winter,well,high,mountain
79,26,150,22.64,47.92,8.01,157.88,chilli,Punjab,Jalandhar,monsoon,well,high,saline
44,140,14,39.53,78.67,8.97,211.56,rice,Bihar,Patna,monsoon,well,low,mountain
50,8,104,35.81,86.07,6.39,153.33,mustard,Andhra Pradesh,Guntur,summer,well,medium,black
48,30,193,33.84,40.17,5.93,75.58,sugarcane,Bihar,Gaya,monsoon,groundwater,low,mountain
52,32,35,16.51,54.13,8.42,64.71,potato,Punjab,Ludhiana,winter,river,medium,peaty
105,23,60,38.41,49.33,8.88,264.57,chilli,Rajasthan,Udaipur,monsoon,rainfed,medium,peaty
117,21,11,34.96,80.61,5.62,230.44,sugarcane,Tamil Nadu,Madurai,monsoon,river,high,alluvial
20,44,97,19.82,52.02,6.65,178.08,maize,Karnataka,Mysuru,winter,drip,low,saline
38,116,96,22.57,48.7,6.88,187.25,brinjal,Gujarat,Surat,monsoon,groundwater,medium,alluvial
76,58,118,28.01,74.48,5.07,70.49,potato,Gujarat,Ahmedabad,summer,groundwater,low,laterite
13,7,23,37.45,60.45,7.61,120.14,groundnut,Karnataka,Hubli,winter,sprinkler,low,laterite
105,111,88,29.56,32.65,9.43,89.01,sunflower,Andhra Pradesh,Guntur,winter,well,low,laterite
53,12,61,29.47,62.79,8.24,51.58,potato,Andhra Pradesh,Visakhapatnam,winter,well,medium,mountain
47,10,13,26.59,57.08,5.7,140.97,potato,Karnataka,Hubli,winter,river,high,desert
1,66,91,26.54,75.49,7.34,283.91,maize,Tamil Nadu,Madurai,winter,river,high,black
130,68,19,30.77,44.93,8.13,106.83,barley,Rajasthan,Jodhpur,summer,canal,high,laterite
85,9,104,28.73,69.21,8.52,265.21,onion,Gujarat,Surat,monsoon,river,medium,black
26,118,50,20.49,46.41,6.01,99.04,cotton,Karnataka,Mysuru,monsoon,drip,medium,red
10,25,21,20.43,58.46,4.7,60.15,onion,Tamil Nadu,Madurai,summer,well,high,black
30,49,186,39.78,99.8,4.54,177.04,brinjal,Karnataka,Hubli,winter,drip,high,red
49,114,35,31.46,98.7,5.08,165.19,millet,Karnataka,Bengaluru,summer,sprinkler,medium,saline
22,142,190,26.8,47.18,7.32,189.33,wheat,Karnataka,Hubli,monsoon,canal,low,black
7,53,102,15.06,30.13,4.72,247.97,millet,West Bengal,Kolkata,winter,rainfed,low,black
40,89,141,28.29,61.83,9.01,292.23,brinjal,Maharashtra,Nashik,winter,groundwater,high,alluvial
35,11,37,17.04,73.68,5.92,110.15,sunflower,Karnataka,Mysuru,winter,canal,high,red
137,15,87,36.29,41.74,5.06,176.21,rice,Bihar,Gaya,monsoon,rainfed,low,peaty
56,83,27,22.33,67.48,6.29,127.83,barley,Uttar Pradesh,Varanasi,monsoon,rainfed,low,saline
95,100,94,27.22,98.3,7.44,163.96,rice,Tamil Nadu,Chennai,monsoon,canal,low,red
111,144,61,29.76,73.63,7.69,74.84,chilli,Karnataka,Mysuru,winter,drip,medium,alluvial
35,16,7,27.67,78.19,7.53,181.56,potato,Uttar Pradesh,Varanasi,winter,river,high,desert
138,63,6,16.4,42.01,8.92,234.57,groundnut,Punjab,Amritsar,summer,drip,high,desert
17,82,122,21.94,60.26,6.8,161.7,maize,West Bengal,Kolkata,winter,river,medium,mountain
58,39,141,25.72,61.34,8.53,255.0,cotton,Maharashtra,Nashik,winter,rainfed,low,alluvial
28,135,161,21.56,36.17,9.03,91.64,brinjal,Andhra Pradesh,Guntur,summer,sprinkler,high,mountain
139,120,112,36.72,90.38,6.21,243.57,sugarcane,Karnataka,Hubli,winter,sprinkler,low,peaty
6,130,144,25.61,74.71,5.51,268.32,groundnut,Uttar Pradesh,Lucknow,monsoon,well,high,mountain
42,71,15,39.95,38.4,6.59,95.87,barley,Tamil Nadu,Madurai,monsoon,groundwater,medium,laterite
41,42,143,23.91,63.38,4.53,96.41,onion,Bihar,Bhagalpur,summer,river,medium,mountain
34,63,71,32.94,71.58,9.05,139.64,millet,Andhra Pradesh,Guntur,summer,drip,low,red
39,135,73,34.58,40.64,8.98,248.74,millet,Uttar Pradesh,Varanasi,winter,river,high,red
121,36,189,28.98,49.31,8.4,289.05,groundnut,Rajasthan,Jodhpur,monsoon,canal,low,alluvial
115,116,92,17.24,82.73,6.99,239.58,barley,Maharashtra,Nashik,summer,well,high,black
82,109,198,34.71,37.77,6.42,278.79,mustard,Gujarat,Ahmedabad,monsoon,groundwater,low,mountain
63,52,23,25.69,67.99,8.19,62.25,wheat,Gujarat,Surat,monsoon,well,medium,desert
4,18,91,25.82,57.67,5.61,234.79,rice,Tamil Nadu,Madurai,monsoon,groundwater,low,black
8,111,189,31.85,45.49,5.47,295.85,rice,Rajasthan,Jodhpur,monsoon,sprinkler,medium,black
69,102,195,33.98,88.2,6.43,113.16,rice,West Bengal,Darjeeling,summer,rainfed,medium,desert
11,32,63,17.59,71.73,9.02,69.76,cotton,Andhra Pradesh,Guntur,monsoon,canal,low,laterite
46,62,99,27.24,79.46,6.37,172.21,tomato,Gujarat,Surat,monsoon,sprinkler,medium,peaty
30,139,82,29.75,69.09,7.18,83.57,maize,Tamil Nadu,Madurai,monsoon,drip,high,laterite
58,107,99,37.05,45.55,7.46,256.11,groundnut,Rajasthan,Jaipur,monsoon,rainfed,medium,laterite
65,59,152,33.86,59.33,9.37,109.83,potato,Punjab,Jalandhar,summer,drip,high,black
37,5,39,22.29,95.79,8.48,98.21,onion,West Bengal,Kolkata,winter,well,low,mountain
109,5,182,38.77,65.58,4.74,172.4,wheat,Bihar,Patna,winter,well,high,saline
17,35,159,37.98,55.72,4.67,168.04,mustard,Bihar,Gaya,monsoon,well,medium,saline
17,35,146,21.42,59.15,5.94,109.87,wheat,Punjab,Amritsar,monsoon,canal,high,alluvial
126,25,81,15.84,66.75,6.44,83.65,chilli,Maharashtra,Nagpur,monsoon,sprinkler,high,mountain
69,120,28,17.38,92.57,4.54,65.24,millet,Gujarat,Ahmedabad,winter,drip,high,alluvial
37,108,69,18.01,67.03,5.19,199.65,brinjal,West Bengal,Darjeeling,summer,drip,high,mountain
136,65,138,38.48,89.43,8.96,114.29,chilli,Bihar,Bhagalpur,winter,sprinkler,high,black
108,45,182,35.39,64.68,6.72,159.11,sugarcane,Andhra Pradesh,Vijayawada,summer,well,medium,peaty
26,42,56,21.73,61.11,5.45,245.16,chilli,Karnataka,Mysuru,summer,sprinkler,high,red
23,56,17,27.23,95.53,5.23,237.86,groundnut,Karnataka,Mysuru,monsoon,groundwater,high,red
126,95,97,18.86,98.11,8.6,230.21,chilli,Bihar,Patna,summer,sprinkler,low,mountain
104,127,198,35.79,66.12,6.11,215.13,potato,Uttar Pradesh,Varanasi,summer,well,low,saline
66,143,28,21.63,41.58,8.09,231.34,potato,Bihar,Bhagalpur,winter,well,high,black
31,12,170,25.59,94.57,4.68,286.05,potato,Tamil Nadu,Coimbatore,monsoon,rainfed,medium,laterite
102,111,203,16.73,49.15,7.51,127.69,mustard,Bihar,Bhagalpur,monsoon,river,high,mountain
54,11,136,36.42,76.22,8.6,108.36,rice,Uttar Pradesh,Kanpur,monsoon,river,low,desert
27,111,88,18.79,67.35,4.8,165.57,cotton,Karnataka,Hubli,winter,drip,medium,laterite
91,11,183,30.81,43.53,5.67,247.29,chilli,Gujarat,Surat,summer,river,high,peaty
57,133,23,23.39,98.67,5.89,254.61,chilli,Andhra Pradesh,Visakhapatnam,summer,sprinkler,low,black
138,26,140,18.66,52.58,8.36,88.34,barley,Rajasthan,Udaipur,winter,groundwater,low,black
32,37,143,21.34,47.81,7.0,262.93,maize,Maharashtra,Nagpur,monsoon,river,high,mountain
44,140,143,22.88,75.13,5.23,82.88,cotton,Bihar,Patna,winter,river,medium,mountain
9,136,165,37.23,86.32,4.64,124.3,cotton,Bihar,Patna,summer,rainfed,high,desert
0,69,87,32.06,73.61,5.13,205.14,sunflower,Bihar,Gaya,monsoon,well,high,peaty
97,130,162,21.31,93.69,5.39,280.93,cotton,Bihar,Patna,summer,rainfed,high,peaty
109,40,15,19.04,51.28,4.64,114.84,maize,Gujarat,Ahmedabad,summer,canal,medium,saline
1,102,177,25.8,81.75,8.79,95.73,tomato,Uttar Pradesh,Lucknow,winter,sprinkler,low,desert
73,108,174,28.5,69.51,4.94,252.27,potato,Tamil Nadu,Chennai,summer,drip,low,desert
63,105,119,36.99,92.07,5.27,248.17,onion,Tamil Nadu,Chennai,monsoon,river,low,black
105,137,113,29.06,37.64,6.85,279.82,wheat,Bihar,Gaya,winter,river,high,peaty
54,139,40,26.47,60.72,7.32,282.45,sugarcane,Punjab,Jalandhar,monsoon,canal,high,saline
5,110,93,34.02,83.77,6.32,135.19,potato,Maharashtra,Pune,monsoon,sprinkler,medium,saline
68,16,47,36.65,90.2,8.95,278.42,cotton,Bihar,Bhagalpur,summer,river,medium,alluvial
124,38,28,30.68,89.32,6.15,102.03,onion,Tamil Nadu,Chennai,monsoon,river,medium,saline
5,68,15,33.9,92.38,8.96,220.42,wheat,Punjab,Amritsar,winter,drip,medium,desert
81,97,176,34.02,41.72,9.29,239.37,mustard,Maharashtra,Nashik,winter,well,medium,red
90,114,21,33.89,82.96,7.32,109.92,tomato,Tamil Nadu,Madurai,monsoon,rainfed,medium,mountain
17,124,108,33.58,80.03,7.93,187.47,groundnut,West Bengal,Darjeeling,monsoon,sprinkler,high,laterite
103,35,46,24.98,43.93,7.96,138.7,sunflower,Karnataka,Hubli,monsoon,canal,low,saline
110,37,95,17.95,48.18,7.56,185.69,chilli,Andhra Pradesh,Visakhapatnam,monsoon,sprinkler,low,peaty
96,95,76,17.05,77.86,5.72,180.04,rice,Rajasthan,Udaipur,winter,groundwater,high,desert
139,141,29,38.45,76.1,8.3,199.83,sunflower,Andhra Pradesh,Guntur,summer,rainfed,high,saline
5,81,117,31.93,97.99,6.01,52.2,chilli,Karnataka,Bengaluru,winter,river,high,peaty
47,9,12,17.66,75.52,7.38,179.2,groundnut,Andhra Pradesh,Guntur,monsoon,well,medium,alluvial
17,53,50,32.18,96.73,9.41,75.69,brinjal,Maharashtra,Nashik,summer,well,medium,mountain
13,64,131,20.87,61.62,7.66,80.31,mustard,Rajasthan,Jodhpur,summer,canal,medium,mountain
131,27,123,18.25,32.83,7.72,179.52,sunflower,Andhra Pradesh,Guntur,monsoon,well,high,mountain
45,31,197,25.68,62.68,4.62,117.41,barley,Gujarat,Surat,summer,canal,medium,mountain
67,11,170,31.6,77.98,7.44,211.5,sugarcane,Rajasthan,Jaipur,monsoon,groundwater,high,alluvial
120,70,194,19.47,56.28,6.36,163.69,sunflower,Bihar,Bhagalpur,summer,canal,low,red
127,134,56,29.82,80.56,6.52,153.46,chilli,Bihar,Bhagalpur,winter,river,low,laterite
80,143,62,35.91,30.23,7.48,272.14,millet,Gujarat,Ahmedabad,winter,well,high,alluvial
56,25,12,35.47,41.16,4.55,248.29,brinjal,Bihar,Patna,summer,groundwater,medium,red
84,32,42,17.01,65.85,4.86,243.16,tomato,Bihar,Gaya,monsoon,sprinkler,high,red
52,82,101,32.82,41.38,6.89,67.19,potato,Rajasthan,Jodhpur,winter,drip,high,peaty
45,101,12,37.45,42.9,6.04,99.27,wheat,West Bengal,Howrah,winter,groundwater,low,mountain
15,26,154,28.4,46.06,7.22,152.55,onion,Gujarat,Rajkot,winter,sprinkler,medium,red
136,115,75,17.03,44.89,8.26,260.79,chilli,Tamil Nadu,Chennai,monsoon,groundwater,medium,saline
56,131,44,21.66,70.2,4.72,291.23,wheat,Gujarat,Ahmedabad,winter,drip,medium,saline
18,94,21,35.77,80.15,8.93,222.53,wheat,Uttar Pradesh,Kanpur,summer,river,high,peaty
130,85,18,25.73,47.24,7.87,297.47,sunflower,Andhra Pradesh,Vijayawada,monsoon,rainfed,high,black
108,57,87,16.22,52.82,5.77,56.89,potato,Bihar,Gaya,winter,sprinkler,medium,alluvial
25,98,125,19.67,73.07,6.81,75.05,millet,West Bengal,Darjeeling,winter,sprinkler,low,desert
88,141,76,35.64,92.06,7.33,282.79,potato,Karnataka,Hubli,monsoon,groundwater,medium,laterite
55,81,138,20.09,76.72,6.16,54.05,brinjal,Punjab,Jalandhar,summer,rainfed,low,red
117,19,195,35.98,79.78,6.36,294.71,rice,Andhra Pradesh,Vijayawada,winter,rainfed,medium,laterite
17,105,169,17.26,72.57,5.27,279.35,soybean,Andhra Pradesh,Guntur,winter,drip,medium,mountain
8,69,157,31.0,69.78,4.96,172.14,groundnut,Tamil Nadu,Madurai,winter,groundwater,high,red
77,45,114,33.17,40.83,6.26,145.47,potato,Karnataka,Bengaluru,monsoon,rainfed,medium,red
129,62,41,23.44,53.82,6.64,75.46,sugarcane,Bihar,Gaya,winter,canal,medium,saline
125,27,86,39.18,35.12,5.67,273.95,millet,Gujarat,Surat,winter,well,medium,mountain
38,114,53,16.81,56.89,9.44,279.05,groundnut,Rajasthan,Udaipur,monsoon,rainfed,high,alluvial
69,43,135,30.61,42.35,4.65,184.98,mustard,Bihar,Patna,winter,sprinkler,high,red
36,28,64,17.13,76.0,5.77,136.95,sunflower,Maharashtra,Pune,summer,groundwater,medium,mountain
10,60,77,17.07,68.15,9.41,115.52,barley,Karnataka,Hubli,monsoon,groundwater,medium,saline
131,123,204,32.57,70.64,9.28,179.65,cotton,Gujarat,Ahmedabad,winter,river,medium,peaty
53,118,93,16.5,45.11,7.26,91.06,maize,Uttar Pradesh,Varanasi,monsoon,sprinkler,high,saline
77,123,10,20.56,45.23,8.44,216.49,tomato,Punjab,Amritsar,summer,sprinkler,high,peaty
83,142,75,38.34,76.59,5.39,106.97,onion,Maharashtra,Nagpur,monsoon,well,low,black
97,29,70,20.28,47.24,5.63,108.24,sunflower,Maharashtra,Pune,summer,river,low,mountain
47,49,95,27.18,70.64,7.48,275.87,potato,Bihar,Bhagalpur,monsoon,groundwater,low,desert
65,100,55,18.12,50.6,9.39,130.97,millet,Rajasthan,Jaipur,summer,drip,high,laterite
139,25,74,32.07,67.03,9.07,265.04,mustard,Gujarat,Rajkot,summer,rainfed,low,alluvial
64,123,109,34.11,30.72,6.67,116.45,maize,Maharashtra,Pune,winter,well,high,alluvial
50,81,173,39.82,81.42,8.92,107.26,cotton,Rajasthan,Udaipur,winter,canal,high,black
84,129,47,35.55,86.48,6.43,98.28,brinjal,West Bengal,Kolkata,summer,river,high,alluvial
83,91,94,27.71,79.21,7.32,73.56,sunflower,Uttar Pradesh,Lucknow,monsoon,river,high,black
140,94,201,16.3,76.57,4.86,125.98,chilli,Bihar,Bhagalpur,winter,groundwater,medium,desert
135,134,81,29.21,77.32,7.66,247.73,soybean,Maharashtra,Nagpur,winter,rainfed,high,saline
132,71,194,22.75,98.87,4.55,204.44,cotton,Tamil Nadu,Madurai,monsoon,sprinkler,low,desert
34,65,15,29.45,62.85,8.02,190.93,cotton,Andhra Pradesh,Visakhapatnam,summer,sprinkler,low,saline
77,54,98,28.3,36.6,6.25,296.53,onion,Andhra Pradesh,Guntur,monsoon,groundwater,low,alluvial
27,83,112,35.97,76.24,8.56,221.54,mustard,Andhra Pradesh,Guntur,monsoon,rainfed,low,alluvial
47,11,65,15.08,37.07,5.96,200.67,rice,Andhra Pradesh,Visakhapatnam,monsoon,canal,low,black
8,27,117,15.28,49.85,8.62,218.78,sunflower,Punjab,Amritsar,summer,drip,low,desert
6,66,63,15.73,70.57,6.45,163.79,tomato,Andhra Pradesh,Vijayawada,monsoon,river,low,alluvial
6,106,56,28.43,42.06,6.35,208.28,millet,Andhra Pradesh,Guntur,summer,well,high,black
91,116,133,36.12,48.24,5.32,240.32,chilli,Bihar,Gaya,summer,drip,low,desert
